day,product_id,warehouse1_share,warehouse2_share,amazing_sold_count,promotion_sold_count,normal_sold_count
31,4398121,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,12409272,0.00044650935961176836,0.0024556361572465888,0.0,0.0,0.0
31,4405418,0.002222715300129519,0.008728345535727381,0.0,0.0,0.0
31,86942,0.634219222626631,0.3453794960685532,0.0,0.0,0.0
31,15058771,0.000652659253477668,0.009458710843453507,0.0,0.0,14.0
31,6212079,0.0004112374726571174,0.009327331618209941,0.0,0.0,0.0
31,1272828,0.4854628934599024,0.5171617430573502,309.0,0.0,16.0
31,13193540,0.0005029726651213721,0.009379268554406156,0.0,0.0,3.0
31,1035088,0.0005671718613886023,0.0004955942791967287,0.0,0.0,0.0
31,101924,0.0005671718613886023,0.0004955942791967287,0.0,0.0,0.0
31,2148936,0.21317054336256056,0.7231584201686462,0.0,0.0,4.0
31,1337841,0.0007829328513462826,0.0015406762981037387,0.0,0.0,0.0
31,11456646,0.0008474374840042545,0.0037098595134482095,0.0,0.0,0.0
31,113633,0.4733393538978096,0.4976889538626078,0.0,0.0,22.0
31,13973890,0.0007829328513462826,0.0016914946398775546,0.0,0.0,0.0
31,14321404,0.0011586746546921008,0.9997534811896688,0.0,0.0,21.0
31,890186,0.5636915275670371,0.4716269102098853,489.0,0.0,25.0
31,14974491,0.00034777835717182204,0.0012589594506769454,0.0,0.0,0.0
31,11580731,0.0005658482241999698,0.0005732802707898988,0.0,0.0,0.0
31,828894,0.3790161938248163,0.4854222634709678,0.0,5.0,6.0
31,10497906,0.0003357623094322897,0.0006004473315469596,0.0,0.0,0.0
31,1987708,0.0006788373565503418,0.0011729463234771125,0.0,0.0,0.0
31,5430821,0.0003357623094322897,0.0006786852263889685,0.0,0.0,0.0
31,4881489,7.633063357462561e-05,1.0,0.0,0.0,22.0
31,172966,0.006202682877404611,0.023054533038947472,0.0,0.0,47.0
31,6743563,0.00034615374694484927,0.0005601533954030747,0.0,0.0,0.0
31,6907427,0.11161365462758954,0.8359340174333758,0.0,0.0,1.0
31,13321599,0.0005658482241999698,0.0011319187021005903,0.0,0.0,0.0
31,14241903,0.00034207836832443904,0.0012816011342701346,0.0,0.0,0.0
31,1046558,0.23812930282878905,0.7525248635035605,0.0,0.0,4.0
31,14521985,0.00034207836832443904,0.0012082587227071626,0.0,0.0,0.0
31,12405267,0.0003357623094322897,0.000657398340221558,0.0,0.0,0.0
31,6287093,0.6314671725318164,0.3440849897008387,0.0,0.0,9.0
31,12153205,0.0016582135936091995,0.999137244758858,0.0,0.0,26.0
31,8142603,0.0007829328513462826,0.009138830148424914,0.0,0.0,0.0
31,13968543,0.00034207836832443904,0.011322944858366206,0.0,0.0,0.0
31,1682761,0.0006897107231911,0.012308357415229143,0.0,0.0,0.0
31,2363061,0.00046588262232482,0.6133896293447663,0.0,82.0,13.0
31,758545,0.45109116043097497,0.5950160439752685,0.0,0.0,11.0
31,4042001,0.0006146877358778231,0.0005277122269704836,0.0,0.0,0.0
31,9598160,0.0003357623094322897,0.000657398340221558,0.0,0.0,0.0
31,1409109,0.00034615374694484927,0.0007181236766292533,0.0,0.0,0.0
31,1660753,0.0,0.9580940669808772,122.0,0.0,0.0
31,11369358,0.00015181090612885806,0.9999981938590368,0.0,0.0,24.0
31,1956077,0.0010758627321156666,0.014838443026130847,0.0,0.0,15.0
31,1273001,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,9760965,0.4859354251864471,0.4997740450117511,0.0,0.0,25.0
31,12407105,0.0012313934636748478,0.0032111093235035627,0.0,0.0,0.0
31,1956067,0.0005661196988924713,0.0017341887728022948,0.0,0.0,0.0
31,8376002,0.00015181090612885806,0.9999981938590368,0.0,0.0,25.0
31,7972666,0.5099923684711175,0.5398329019649286,0.0,12.0,8.0
31,4398077,0.6509453415273744,0.3683801572483328,0.0,0.0,1.0
31,4405317,0.1461487101030592,0.8261782854198475,0.0,0.0,1.0
31,1960439,0.15677154580496272,0.8324279272263769,0.0,0.0,4.0
31,6743532,0.0003357623094322897,0.0006399506779544982,0.0,0.0,0.0
31,5462822,0.6441879365407562,0.3565370398850717,0.0,0.0,1.0
31,15045703,0.3174077648715619,0.17851509613787994,0.0,5.0,3.0
31,12245683,0.0005658482241999698,0.0006466905733331234,0.0,0.0,0.0
31,4883223,0.5926584937346034,0.4813603073774139,0.0,0.0,23.0
31,3790925,0.29340918410973016,0.7310836846168052,0.0,0.0,0.0
31,2309059,0.0003357623094322897,0.0006497750055829122,0.0,0.0,0.0
31,3806408,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,8376030,0.00015181090612885806,0.9999981938590368,0.0,0.0,25.0
31,14731966,0.18453571253560194,0.11399521824261058,0.0,2.0,3.0
31,4157979,0.0003357623094322897,0.0007214192851603836,0.0,0.0,0.0
31,1187256,0.2067876562904455,0.7351333207699767,0.0,0.0,1.0
31,5147750,0.6361782348907319,0.3440849897008387,0.0,0.0,1.0
31,774525,0.0007781159423868063,0.0013508052883837776,0.0,0.0,0.0
31,5098508,0.4184485165275709,0.5272184861503111,0.0,0.0,14.0
31,11322624,0.6175900413010121,0.40194262551355897,0.0,0.0,10.0
31,4041999,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,4399232,0.0003357623094322897,0.0007214192851603836,0.0,0.0,0.0
31,12142658,0.2665555833150807,0.4545970586893626,0.0,3.0,3.0
31,12902894,0.0003855162108714621,0.002667122920674217,0.0,0.0,0.0
31,4796365,0.00034615374694484927,0.0005358878609178476,0.0,0.0,0.0
31,6029278,0.0009310472793328447,0.0005277122269704836,0.0,0.0,0.0
31,15432492,0.3288788919847079,0.7389109799875979,0.0,0.0,9.0
31,9196571,0.0003357623094322897,0.0006786852263889685,0.0,0.0,0.0
31,3789465,0.0003357623094322897,0.0007181236766292533,0.0,0.0,0.0
31,1187456,0.0004906445356676432,0.0006497750055829122,0.0,0.0,0.0
31,10608026,0.0003357623094322897,0.0015528008092521874,0.0,0.0,0.0
31,1314275,0.0003357623094322897,0.0006584099515018325,0.0,0.0,0.0
31,10758489,0.0007162958105528638,0.0007347937744256729,0.0,0.0,0.0
31,1034887,0.0005671718613886023,0.0004955942791967287,0.0,0.0,0.0
31,6227577,0.0003357623094322897,0.001513403924382442,0.0,0.0,0.0
31,1960887,0.00046125572291601453,0.010026087356367366,0.0,0.0,0.0
31,14343805,0.0004159289213222939,0.009458489833283136,0.0,0.0,14.0
31,2308855,0.1709375483510559,0.7914067283628313,0.0,0.0,1.0
31,9841789,0.5911625204283311,0.3901398531719101,0.0,0.0,24.0
31,1781304,0.000421628910169677,0.0012757439895368294,0.0,0.0,0.0
31,1661188,0.0003357623094322897,0.001477404008640929,0.0,0.0,0.0
31,10843214,0.05088844818930008,0.9446044764138072,0.0,0.0,25.0
31,4727539,0.02168153713441586,1.0,0.0,0.0,23.0
31,6312833,0.0003357623094322897,0.0007214192851603836,0.0,0.0,0.0
31,12145670,0.0023667832008141872,0.02203974783583798,0.0,0.0,0.0
31,7129405,0.0003357623094322897,0.0006399506779544982,0.0,0.0,0.0
31,3745620,0.2913695695181033,0.7138953374908277,0.0,0.0,1.0
31,6927680,0.0003357623094322897,0.0005358878609178476,0.0,0.0,0.0
31,13114277,0.00037487808549712667,0.001333182580118602,0.0,0.0,0.0
31,7129440,0.0003357623094322897,0.0006399506779544982,0.0,0.0,0.0
31,1960882,0.0033806916966595533,0.019639124997411956,0.0,0.0,66.0
31,1782292,7.633063357462561e-05,0.8651593372693327,0.0,5.0,12.0
31,1744211,0.00040553748380973433,0.0027196886505662225,0.0,0.0,0.0
31,6023085,0.010543327539327909,0.002329452087632806,0.0,0.0,0.0
31,5480210,0.534565897541819,0.5079595596922044,0.0,0.0,11.0
31,151751,0.003719183215379204,0.004243910236687754,0.0,0.0,0.0
31,1255070,0.0006173873665230173,0.009960385584766251,0.0,0.0,13.0
31,6727053,0.0003357623094322897,0.001669527225806445,0.0,0.0,0.0
31,2165435,7.633063357462561e-05,0.8688625753156203,0.0,6.0,15.0
31,7705464,0.0014759242866338187,0.0030677079564002925,0.0,0.0,0.0
31,9845164,0.0005658482241999698,0.0004955942791967287,0.0,0.0,0.0
31,13078977,0.15615774291589296,0.11364566645411316,0.0,2.0,3.0
31,13491904,0.491511812160989,0.4938416427290051,0.0,0.0,20.0
31,12820213,0.0010575011197072534,0.011736108861664056,0.0,0.0,0.0
31,14769577,0.00034777835717182204,0.0012589594506769454,0.0,0.0,0.0
31,2124792,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,1187120,0.20869203326664493,0.699611092294658,0.0,0.0,0.0
31,8380912,0.15742382175958608,0.4961731457148659,0.0,3.0,5.0
31,4448781,0.0006954107120384829,0.006980086621612049,0.0,0.0,0.0
31,14578087,0.1892894234670598,0.8125051317437361,0.0,0.0,10.0
31,1344090,0.0009769343109769018,0.0011715371976210994,0.0,0.0,0.0
31,2453623,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,2457752,0.5654201026859849,0.4350533163514539,7.0,0.0,8.0
31,86532,0.5326914014372425,0.4444478862518175,0.0,0.0,9.0
31,11492574,0.283622585004391,0.35599313330458826,0.0,2.0,3.0
31,86313,0.7248753094706101,0.43447032342187136,0.0,0.0,9.0
31,389459,0.0013532959343842165,0.0004955942791967287,0.0,0.0,0.0
31,1955844,0.0007596079691973403,0.00928995072967388,0.0,0.0,4.0
31,4884715,0.4338303128585027,0.5005972606563762,0.0,0.0,23.0
31,3806419,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,4797719,0.4946392311034914,0.4479808336582393,0.0,0.0,22.0
31,1187481,0.3419427993227219,0.5105911495229474,0.0,0.0,0.0
31,12846250,0.0003357623094322897,0.001669527225806445,0.0,0.0,0.0
31,9627960,0.3311520945197005,0.71230453961252,0.0,0.0,3.0
31,1046715,0.31194765237313143,0.6738910253068223,0.0,0.0,3.0
31,1753418,0.022917082424561242,0.3869734027078723,0.0,30.0,3.0
31,8380899,0.0003357623094322897,0.000657398340221558,0.0,0.0,0.0
31,4694547,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,4158109,0.0003357623094322897,0.0007214192851603836,0.0,0.0,0.0
31,139004,0.34414078918839763,0.4625055434823018,0.0,5.0,7.0
31,774648,0.4651514816857891,0.4632686485871261,0.0,0.0,0.0
31,2328289,0.196917033096904,0.7692315184680649,0.0,0.0,0.0
31,4796612,0.0003357623094322897,0.0006399506779544982,0.0,0.0,0.0
31,6212475,0.001173528708633642,0.0035557428782394688,0.0,0.0,0.0
31,10737686,0.0012369878241189375,0.013699331140506444,0.0,0.0,14.0
31,11610185,0.0003357623094322897,0.0005358878609178476,0.0,0.0,0.0
31,10487935,0.0003357623094322897,0.0006399506779544982,0.0,0.0,0.0
31,1683168,0.0006140864327318242,0.010092879722683872,0.0,0.0,5.0
31,3789472,0.0003357623094322897,0.0007181236766292533,0.0,0.0,0.0
31,6227492,0.26632201154182883,0.08958611680909799,0.0,1.0,3.0
31,9172580,0.0003357623094322897,0.0006399506779544982,0.0,0.0,0.0
31,9669857,0.3363316064598638,0.6877470699561907,0.0,0.0,1.0
31,13998789,0.2608883182693083,0.7967156658980014,0.0,0.0,3.0
31,12245557,0.0005658482241999698,0.0006727891644483974,0.0,0.0,0.0
31,890596,0.0005671718613886023,0.0004955942791967287,0.0,0.0,0.0
31,3790920,0.0003357623094322897,0.0006786852263889685,0.0,0.0,0.0
31,8195618,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,15041769,0.08559003489326926,0.8310351558321546,40.0,0.0,0.0
31,220807,0.002734031351892375,0.0014709768247929784,0.0,0.0,0.0
31,1314742,0.2172011486014499,0.6978377979170921,0.0,0.0,4.0
31,5173723,0.2962075255505253,0.6970198900136618,0.0,0.0,8.0
31,4694311,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,13637134,0.00034777835717182204,0.0013496171579985654,0.0,0.0,0.0
31,8392534,0.4336667641197275,0.4678283522494137,0.0,0.0,9.0
31,1744346,0.0032218659922218285,0.014896510172499412,0.0,0.0,60.0
31,3789476,0.17479791498491665,0.8716923853036059,0.0,0.0,1.0
31,824163,0.0017660953394927183,0.0006399506779544982,0.0,0.0,0.0
31,1648671,0.3094576949139298,0.7201207597806223,0.0,0.0,0.0
31,13767593,0.00037487808549712667,0.002026937093014245,0.0,0.0,0.0
31,1649428,0.0006600359758054472,0.002001382675581377,0.0,0.0,0.0
31,6022952,0.0012426878129663205,0.03173060323999825,0.0,0.0,20.0
31,1955721,0.0003357623094322897,0.0007750746853038518,0.0,0.0,0.0
31,9845169,0.0005658482241999698,0.0005375120662326519,0.0,0.0,0.0
31,4897170,0.3329124940138868,0.7080427160735592,0.0,0.0,6.0
31,6356893,0.6367506592699502,0.3440849897008387,0.0,0.0,1.0
31,14132522,0.0007895208513735009,0.009138830148424914,0.0,0.0,0.0
31,4796622,0.0003357623094322897,0.0007214192851603836,0.0,0.0,0.0
31,9163361,0.0003357623094322897,0.0006399506779544982,0.0,0.0,0.0
31,11279587,0.522388724079814,0.4518472493648054,0.0,0.0,21.0
31,12245543,0.6620643335120024,0.2960665382703806,0.0,0.0,9.0
31,6217062,0.1874969235226623,0.5667173245181273,0.0,23.0,8.0
31,2309068,0.0003357623094322897,0.000657398340221558,0.0,0.0,0.0
31,10712405,0.0007447611633728963,0.0012993872242041552,0.0,0.0,0.0
31,4106548,7.633063357462561e-05,0.7536333879175017,0.0,14.0,11.0
31,6355225,0.5356602182472602,0.4354285483123743,0.0,0.0,27.0
31,11653751,0.0003357623094322897,0.0020030809374692237,0.0,0.0,0.0
31,449987,0.568211379895881,0.4316532583594621,0.0,0.0,37.0
31,1992761,7.633063357462561e-05,1.0,0.0,0.0,0.0
31,12084570,0.0012293960419753381,0.9995760194510576,0.0,0.0,24.0
31,2165274,7.633063357462561e-05,0.8357441511381818,0.0,6.0,14.0
31,1682488,7.633063357462561e-05,1.0,0.0,0.0,25.0
31,1749191,7.633063357462561e-05,1.0,0.0,0.0,4.0
31,1404736,0.00034579887029601936,0.0006004469771241938,0.0,0.0,0.0
31,10914404,0.2580623999778616,0.7079669210405224,0.0,0.0,3.0
31,3725329,0.21152691075178,0.4718565001872846,0.0,11.0,7.0
31,10465611,0.0015244568586546053,0.010956497143978488,0.0,0.0,2.0
31,6023063,0.0004112374726571174,0.009291532523381676,0.0,0.0,2.0
31,773803,0.5029083369277526,0.38024200903652655,0.0,0.0,1.0
31,172960,0.4662476904503238,0.4960626477655001,0.0,0.0,23.0
31,677199,0.42865072713932456,0.475802919721371,178.0,0.0,10.0
31,7702889,0.0004112374726571174,0.0014288833292284589,0.0,0.0,0.0
31,4039513,7.633063357462561e-05,1.0,0.0,0.0,25.0
31,1782348,7.633063357462561e-05,1.0,0.0,0.0,25.0
31,6927806,0.2225061417202016,0.8058336962023962,0.0,0.0,1.0
31,11280003,0.6674921676106603,0.1564031664677288,71.0,0.0,0.0
31,5480213,0.00106561403818033,0.0012675437504510092,0.0,0.0,0.0
31,112368,0.4558467565757464,0.4927461426159395,0.0,0.0,33.0
31,7208051,0.0006173873665230173,0.009458710843453507,0.0,0.0,2.0
31,1314266,0.35946635801504073,0.6398192412580246,0.0,0.0,0.0
31,1273037,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,4405304,0.10336870253908127,0.8838280246852112,0.0,0.0,9.0
31,13085351,0.0005658482241999698,0.0011319187021005903,0.0,0.0,0.0
31,12410506,0.4453971042745733,0.5056290481736009,0.0,0.0,26.0
31,12093142,0.2545371010851141,0.7559776994061176,0.0,0.0,4.0
31,896812,0.002572774416008909,0.009511098399730777,0.0,0.0,0.0
31,1702899,7.633063357462561e-05,0.9013436620701211,0.0,7.0,15.0
31,4884509,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,12850075,0.001291862668644368,0.0038613752100493406,0.0,0.0,0.0
31,86686,0.2051588121386849,0.10926336305786316,0.0,1.0,8.0
31,12849953,0.0012426878129663205,0.015152008077618375,0.0,0.0,3.0
31,1686167,7.633063357462561e-05,1.0,0.0,0.0,0.0
31,13584048,0.3689108667237837,0.13951050874773271,0.0,2.0,3.0
31,15045668,0.24858922301207986,0.20917275283781767,0.0,6.0,6.0
31,14207570,0.000421628910169677,0.009379268554406156,0.0,0.0,14.0
31,11305408,0.42030649161730016,0.6006698204646272,0.0,0.0,6.0
31,5098483,0.4310781873913681,0.5294937605594541,0.0,0.0,14.0
31,4041997,0.4884150446873077,0.4303236139103278,0.0,0.0,1.0
31,6318534,0.000839167931004799,0.000638707482928231,0.0,0.0,0.0
31,4101023,0.5846979955432383,0.4572603275124664,0.0,0.0,16.0
31,1987747,0.0004643668325934952,0.0005358878609178476,0.0,0.0,0.0
31,758528,0.32789710398174016,0.7509007176062471,0.0,0.0,1.0
31,4106572,0.0004112374726571174,0.01024449772035213,0.0,0.0,20.0
31,13227074,0.4893513293630634,0.5151015105706385,308.0,0.0,18.0
31,1649341,0.0007043076526994295,0.0019746163570890526,0.0,0.0,0.0
31,1781515,7.633063357462561e-05,0.8751393890383405,0.0,14.0,13.0
31,6227502,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,1187214,0.19163884504513592,0.7722694509687931,0.0,0.0,13.0
31,1187152,0.2033923694069024,0.8131359052003724,0.0,0.0,0.0
31,151750,0.0013150119275890744,0.0011100114125855711,0.0,0.0,0.0
31,10758445,0.0003357623094322897,0.0005358878609178476,0.0,0.0,0.0
31,6212456,0.0003357623094322897,0.0020030809374692237,0.0,0.0,0.0
31,9188886,0.0005661196988924713,0.01139513445564728,0.0,0.0,0.0
31,7766872,0.0009165965883369328,0.0022657330388685965,0.0,0.0,0.0
31,9843094,0.261294133840938,0.14375970649775038,0.0,4.0,3.0
31,11462612,0.412546405851666,0.14565057596550934,0.0,2.0,3.0
31,14085002,0.00024345811831075537,0.4829367805511477,0.0,13.0,14.0
31,12850127,0.0004188342111840992,0.8524112305805706,0.0,19.0,8.0
31,12245498,0.0005658482241999698,0.0006727891644483974,0.0,0.0,0.0
31,13074491,0.0004786310198598882,0.001668028007923077,0.0,0.0,0.0
31,5479555,0.5257823278596326,0.4898503604614576,0.0,0.0,24.0
31,13327613,0.2924828804180521,0.7191497642042337,0.0,0.0,5.0
31,1753451,0.23067380868223464,0.5543142121335579,59.0,0.0,0.0
31,12410070,0.00037487808549712667,0.0012974143755613554,0.0,0.0,0.0
31,9752948,0.0003435384474227999,0.0017830605885576696,0.0,0.0,0.0
31,1956026,0.0006851534154424911,0.0011326527417559935,0.0,0.0,0.0
31,6736421,0.0003357623094322897,0.001669527225806445,0.0,0.0,0.0
31,2453367,0.0007294522606899577,0.0005277122269704836,0.0,0.0,0.0
31,773828,0.4221170768156566,0.5610094414599806,0.0,0.0,0.0
31,13358587,0.0007510772222650455,0.0019833500824739244,0.0,0.0,0.0
31,5207394,0.0003357623094322897,0.0020030809374692237,0.0,0.0,0.0
31,6029236,0.0006212757359050412,0.0006027735258174313,0.0,0.0,0.0
31,14872300,0.558538526526712,0.4403879703556319,0.0,0.0,22.0
31,8376127,0.0003357623094322897,0.0020030809374692237,0.0,0.0,0.0
31,1660734,0.0019062146774373907,0.0029027187870934498,0.0,0.0,0.0
31,2165282,7.633063357462561e-05,0.909477065051202,0.0,9.0,15.0
31,14552341,0.1646674390533129,0.14208077875211814,0.0,2.0,4.0
31,11580775,0.6381221868860338,0.3440849897008387,0.0,0.0,9.0
31,4710352,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,3806416,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,219736,0.0030322647048120852,0.008601670924449543,0.0,0.0,0.0
31,890637,0.7248777142366118,0.4315525868753481,0.0,0.0,0.0
31,12245575,0.0009373633382249943,0.0006788085211068784,0.0,0.0,0.0
31,13226949,0.5829492151618338,0.4868459224940477,0.0,0.0,28.0
31,14378947,0.001173528708633642,0.004640701660492922,0.0,0.0,0.0
31,15513318,0.0005432706914872529,0.009379268554406156,0.0,0.0,15.0
31,14769600,0.00034777835717182204,0.0012589594506769454,0.0,0.0,0.0
31,449986,0.57173043732414,0.41020202634033853,0.0,0.0,35.0
31,828892,0.5496538739396395,0.4353245324019311,0.0,0.0,20.0
31,2308830,0.0003357623094322897,0.0006004469771241938,0.0,0.0,0.0
31,5207366,0.00040553748380973433,0.010084708470872792,0.0,0.0,0.0
31,1220324,0.0007696445300610697,0.009306913408998885,0.0,0.0,3.0
31,4397567,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,10900966,0.38648694517039495,0.5042627489078818,114.0,0.0,0.0
31,151556,0.0013002638366056178,0.0010680936255496472,0.0,0.0,0.0
31,4039617,7.633063357462561e-05,0.8358800467338717,0.0,8.0,14.0
31,5480201,0.4393871217479357,0.5228455574189241,0.0,0.0,12.0
31,8189252,0.0,0.9150561231984229,45.0,0.0,0.0
31,9845154,0.0011544479653713068,0.00971448091746343,0.0,0.0,0.0
31,12245530,0.0005658482241999698,0.0006727891644483974,0.0,0.0,0.0
31,4039602,0.15807533061425658,0.981678053450054,0.0,21.0,46.0
31,1960834,7.633063357462561e-05,1.0,0.0,0.0,25.0
31,5097868,0.29546758053850464,0.7068150365584863,0.0,0.0,10.0
31,6023095,0.0003357623094322897,0.0020030809374692237,0.0,0.0,0.0
31,13074627,0.0003920966185833361,0.0014163724359237961,0.0,0.0,0.0
31,6727543,0.0003357623094322897,0.000657398340221558,0.0,0.0,0.0
31,10692630,0.0007829328513462826,0.00643086549064375,0.0,0.0,0.0
31,14543059,0.0007895208513735009,0.0091639529716017,0.0,0.0,3.0
31,6343721,0.0012369878241189375,0.002617445358971024,0.0,0.0,0.0
31,12410115,0.00034207836832443904,0.0009950173985700404,0.0,0.0,0.0
31,317458,0.0007370919567707394,0.0005277122269704836,0.0,0.0,0.0
31,15045687,0.2970781115037969,0.3555219804745988,0.0,7.0,6.0
31,4405314,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,183708,0.7190379055438341,0.2726048478162224,0.0,0.0,0.0
31,13778813,0.0011586746546921008,0.9997534811896688,0.0,0.0,18.0
31,6024165,0.0004112374726571174,0.009327331618209941,0.0,0.0,0.0
31,13227907,0.6094467716821272,0.4967566516150652,0.0,0.0,23.0
31,12410110,0.0003357623094322897,0.0005358878609178476,0.0,0.0,0.0
31,1035072,0.05778771786999385,0.08502371096900363,0.0,1.0,4.0
31,11581153,0.0006210037947699727,0.0006053982185636537,0.0,0.0,0.0
31,14178782,0.5207770203947483,0.5119403956075596,0.0,0.0,23.0
31,184539,0.0061795858830399255,0.0,0.0,0.0,53.0
31,14769615,0.00034777835717182204,0.0012589594506769454,0.0,0.0,0.0
31,2134281,7.633063357462561e-05,1.0,0.0,0.0,4.0
31,14464093,0.0006173873665230173,0.009458710843453507,0.0,0.0,15.0
31,12846258,0.0003357623094322897,0.001669527225806445,0.0,0.0,0.0
31,11507343,0.43368209413832665,0.5086758977469292,0.0,0.0,13.0
31,8195623,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,773748,0.0005671718613886023,0.0006004469771241938,0.0,0.0,0.0
31,10492584,0.4234412185359576,0.5112777202479705,0.0,0.0,23.0
31,8376161,0.0003357623094322897,0.041412121599777536,0.0,0.0,0.0
31,9599085,0.0011534781344290867,0.0019480193377359352,0.0,0.0,0.0
31,1645249,0.0003357623094322897,0.000657398340221558,0.0,0.0,0.0
31,1440381,0.0029782296814233685,0.0163764194825657,0.0,0.0,15.0
31,5147766,0.0005595321653078203,0.0004955942791967287,0.0,0.0,0.0
31,7190367,0.004234107222371308,0.989797483318804,0.0,93.0,75.0
31,3728115,0.0003357623094322897,0.0020030809374692237,0.0,0.0,0.0
31,4435465,0.00035506293864918324,0.9999209302325582,0.0,0.0,25.0
31,1955853,0.00034579887029601936,0.0006004469771241938,0.0,0.0,0.0
31,6928975,0.0006954107120384829,0.002162551149180655,0.0,0.0,0.0
31,14443135,0.13187313493433353,0.2087639480224197,0.0,5.0,6.0
31,14642446,0.0007895208513735009,0.0091639529716017,0.0,0.0,4.0
31,1255254,0.260775675567943,0.615464104245255,7.0,0.0,1.0
31,8339967,0.00034615374694484927,0.0008363724642716126,0.0,0.0,0.0
31,9336627,0.0003357623094322897,0.000657398340221558,0.0,0.0,0.0
31,1260775,0.6225183308214768,0.3460116976611613,0.0,0.0,1.0
31,5263474,0.0003357623094322897,0.0008049965173901827,0.0,0.0,0.0
31,10597896,0.4038629992825426,0.5342069997028043,81.0,0.0,0.0
31,11580415,0.0014433431268718133,0.009385137721938459,0.0,0.0,3.0
31,5104636,0.0008202363265977241,0.010318584650523998,0.0,0.0,14.0
31,9557915,0.20102562063069992,0.49115919728911,0.0,8.0,7.0
31,1758265,0.00034579887029601936,0.0005358878609178476,0.0,0.0,0.0
31,6211960,0.18200799161934145,0.8242373412199087,0.0,0.0,4.0
31,12217158,0.0003357623094322897,0.001669527225806445,0.0,0.0,0.0
31,13622238,0.0004843310087072712,0.0018827967457577047,0.0,0.0,0.0
31,214371,0.5260150060367892,0.4932767720034771,0.0,0.0,1.0
31,12301839,0.3995232211724754,0.5380437890885785,0.0,0.0,9.0
31,12218252,0.0013792876800244056,0.018217801584637646,0.0,0.0,23.0
31,13041624,0.00034207836832443904,0.0019658244017659227,0.0,0.0,0.0
31,95886,0.42372757668340055,0.17267671282527428,0.0,1.0,3.0
31,828905,0.5717732387645948,0.4341446122402299,0.0,0.0,27.0
